EmployeeID,CompletedFlag,CourseCategory
E0000027,1,Soft Skills
E0000027,1,Soft Skills
E0000027,0,AI
E0000028,1,Soft Skills
E0000028,1,SAP
E0000028,1,Leadership
E0000028,1,Leadership
E0000028,1,Cyber Security
E0000029,0,SAP
E0000029,1,Soft Skills
E0000029,1,AI
E0000029,1,Data Science
E0000029,0,Cloud
E0000030,1,Cyber Security
E0000030,1,Soft Skills
E0000030,1,AI
E0000030,1,Cyber Security
E0000030,1,SAP
E0000031,1,Leadership
E0000031,1,SAP
E0000031,1,Cyber Security
E0000031,1,Data Science
E0000031,1,Cyber Security
E0000032,1,Data Science
E0000032,1,Leadership
E0000032,1,AI
E0000032,1,Leadership
E0000032,1,Leadership
E0000033,1,Soft Skills
E0000033,1,Soft Skills
E0000033,1,Data Science
E0000033,1,Data Science
E0000033,1,Cloud
E0000034,1,Cyber Security
E0000034,1,AI
E0000034,1,Soft Skills
E0000034,1,AI
E0000034,1,Leadership
E0000035,1,Cyber Security
E0000035,1,Soft Skills
E0000035,0,Data Science
E0000035,1,AI
E0000035,1,Data Science
E0000036,1,Cyber Security
E0000036,1,SAP
E0000036,0,Leadership
E0000036,1,Soft Skills
E0000036,1,Leadership
E0000037,1,SAP
E0000037,1,Cyber Security
E0000037,1,Cyber Security
E0000037,1,Cloud
E0000037,1,AI
E0000038,1,AI
E0000038,1,Data Science
E0000038,1,Data Science
E0000038,1,Cloud
E0000038,1,Cyber Security
E0000039,1,Data Science
E0000039,1,Leadership
E0000039,1,Cyber Security
E0000039,1,Cloud
E0000039,1,Cyber Security
E0000040,1,Data Science
E0000040,1,AI
E0000040,1,Data Science
E0000040,1,Cloud
E0000040,0,Cloud
E0000041,1,Soft Skills
E0000041,1,Cyber Security
E0000041,1,Data Science
E0000041,1,Cloud
E0000041,1,AI
E0000042,1,AI
E0000042,1,Cyber Security
E0000042,1,AI
E0000042,0,Cloud
E0000042,1,Cyber Security
E0000043,1,Cloud
E0000043,1,Cloud
E0000043,1,Soft Skills
E0000043,0,Soft Skills
E0000043,0,AI
E0000044,1,Data Science
E0000044,0,Cloud
E0000044,1,Leadership
E0000044,1,Leadership
E0000044,1,Data Science
E0000045,1,Cyber Security
E0000045,1,Soft Skills
E0000045,1,Leadership
E0000045,1,Cyber Security
E0000045,1,Cloud
E0000046,1,Data Science
E0000046,1,Cloud
E0000046,1,Soft Skills
E0000046,1,Leadership
E0000046,1,SAP
E0000047,1,Cloud
E0000047,1,Data Science
E0000047,1,Cyber Security
E0000047,1,Leadership
E0000047,1,Leadership
E0000048,1,Leadership
E0000048,0,SAP
E0000048,1,Soft Skills
E0000048,1,Soft Skills
E0000048,1,Soft Skills
E0000049,1,Leadership
E0000049,0,AI
E0000049,1,Data Science
E0000049,1,Cloud
E0000049,0,Cyber Security
E0000050,1,Soft Skills
E0000050,1,Leadership
E0000050,1,SAP
E0000050,1,Cyber Security
E0000050,1,SAP
E0000051,1,Cloud
E0000051,1,Cloud
E0000051,1,Soft Skills
E0000051,0,SAP
E0000051,1,AI
E0000052,1,Data Science
E0000052,1,SAP
E0000052,1,Cloud
E0000052,1,Data Science
E0000052,1,AI
E0000053,1,Cloud
E0000053,1,Leadership
E0000053,1,Leadership
E0000053,1,Cloud
E0000053,1,Cyber Security
E0000054,1,AI
E0000054,1,Leadership
E0000054,1,Leadership
E0000054,1,Soft Skills
E0000054,1,SAP
E0000055,0,Cloud
E0000055,1,Soft Skills
E0000055,1,SAP
E0000055,1,Data Science
E0000055,1,SAP
E0000056,1,SAP
E0000056,1,AI
E0000056,1,Cloud
E0000056,1,Soft Skills
E0000056,1,SAP
E0000057,1,AI
E0000057,1,SAP
E0000057,0,Soft Skills
E0000057,0,Cloud
E0000057,1,Cyber Security
E0000058,1,Soft Skills
E0000058,1,SAP
E0000058,1,AI
E0000058,1,Soft Skills
E0000058,0,Cloud
E0000059,1,Data Science
E0000059,1,Leadership
E0000059,1,Cloud
E0000059,1,SAP
E0000059,1,Soft Skills
E0000060,1,Leadership
E0000060,1,SAP
E0000060,1,SAP
E0000060,1,Leadership
E0000060,0,Data Science
E0000061,1,Cyber Security
E0000061,1,Leadership
E0000061,1,SAP
E0000061,1,AI
E0000061,1,Soft Skills
E0000062,1,Cloud
E0000062,1,Soft Skills
E0000062,1,Cloud
E0000062,1,AI
E0000062,0,Data Science
E0000063,1,AI
E0000063,1,Cyber Security
E0000063,1,Leadership
E0000063,1,AI
E0000063,1,SAP
E0000064,1,Cyber Security
E0000064,1,Cyber Security
E0000064,1,Cloud
E0000064,1,Data Science
E0000064,1,SAP
E0000065,1,Soft Skills
E0000065,1,SAP
E0000065,1,Leadership
E0000065,1,AI
E0000065,1,Soft Skills
E0000066,1,Cyber Security
E0000066,1,Soft Skills
E0000066,1,Data Science
E0000066,1,Leadership
E0000066,1,SAP
E0000067,1,SAP
E0000067,1,Soft Skills
E0000067,1,AI
E0000067,1,Leadership
E0000067,0,Leadership
E0000068,1,Soft Skills
E0000068,1,AI
E0000068,0,SAP
E0000068,1,AI
E0000068,1,Leadership
E0000069,1,SAP
E0000069,1,AI
E0000069,1,Cloud
E0000069,1,Cyber Security
E0000069,1,Leadership
E0000070,1,Soft Skills
E0000070,1,SAP
E0000070,1,Cyber Security
E0000070,1,Cyber Security
E0000070,1,Data Science
E0000071,1,Cyber Security
E0000071,1,Cloud
E0000071,1,Data Science
E0000071,1,Cloud
E0000071,1,SAP
E0000072,1,Leadership
E0000072,1,Leadership
E0000072,1,AI
E0000072,1,AI
E0000072,1,SAP
E0000073,1,Data Science
E0000073,1,Soft Skills
E0000073,1,Cyber Security
E0000073,1,Data Science
E0000073,1,AI
E0000074,1,Soft Skills
E0000074,1,Cyber Security
E0000074,1,AI
E0000074,1,Leadership
E0000074,1,Data Science
E0000075,1,Cyber Security
E0000075,1,AI
E0000075,1,AI
E0000075,1,Cloud
E0000075,1,Cyber Security
E0000076,1,Cyber Security
E0000076,1,Soft Skills
E0000076,1,SAP
E0000076,1,SAP
E0000076,1,Soft Skills
E0000077,1,Cyber Security
E0000077,1,Cloud
E0000077,1,AI
E0000077,1,Cloud
E0000077,1,Leadership
E0000078,1,Data Science
E0000078,1,Cloud
E0000078,1,Leadership
E0000078,1,Cloud
E0000078,1,SAP
E0000079,1,Leadership
E0000079,1,Cloud
E0000079,1,AI
E0000079,1,SAP
E0000079,1,Leadership
E0000080,1,Cloud
E0000080,1,Data Science
E0000080,1,Cloud
E0000080,1,Cloud
E0000080,1,Cyber Security
E0000081,1,SAP
E0000081,1,Leadership
E0000081,0,Cyber Security
E0000081,1,Soft Skills
E0000081,1,Soft Skills
E0000082,1,Soft Skills
E0000082,1,Leadership
E0000082,1,Cloud
E0000082,1,Cyber Security
E0000082,1,Cloud
E0000083,1,AI
E0000083,0,Cloud
E0000083,1,Leadership
E0000083,1,Soft Skills
E0000083,1,Leadership
E0000084,1,AI
E0000084,1,AI
E0000084,1,Data Science
E0000084,1,Cyber Security
E0000084,1,Cyber Security
E0000085,1,Cloud
E0000085,1,Cyber Security
E0000085,1,Cyber Security
E0000085,1,Cyber Security
E0000085,1,Cyber Security
E0000086,1,Cloud
E0000086,1,Soft Skills
E0000086,1,Data Science
E0000086,1,Soft Skills
E0000086,1,Cloud
E0000087,1,Cloud
E0000087,1,SAP
E0000087,1,Soft Skills
E0000087,1,Leadership
E0000087,1,AI
E0000088,1,Leadership
E0000088,1,SAP
E0000088,1,Soft Skills
E0000088,1,Cyber Security
E0000088,1,AI
E0000089,1,Data Science
E0000089,1,Data Science
E0000089,1,Soft Skills
E0000089,1,Cyber Security
E0000089,1,Soft Skills
E0000090,1,Soft Skills
E0000090,1,SAP
E0000090,1,Data Science
E0000090,1,Leadership
E0000090,1,AI
E0000091,1,Soft Skills
E0000091,1,Data Science
E0000091,1,SAP
E0000091,1,Soft Skills
E0000091,1,Soft Skills
E0000092,1,AI
E0000092,1,Cyber Security
E0000092,1,SAP
E0000092,1,Data Science
E0000092,1,Data Science
E0000093,1,SAP
E0000093,1,Soft Skills
E0000093,0,SAP
E0000093,1,Data Science
E0000093,1,Soft Skills
E0000094,1,AI
E0000094,0,Soft Skills
E0000094,1,AI
E0000094,1,Cyber Security
E0000094,1,SAP
E0000095,1,Cyber Security
E0000095,1,Soft Skills
E0000095,1,Cloud
E0000095,1,Cyber Security
E0000095,1,SAP
E0000096,1,Leadership
E0000096,1,Cyber Security
E0000096,1,Cloud
E0000096,0,Leadership
E0000096,1,Cloud
E0000097,1,Data Science
E0000097,1,Cyber Security
E0000097,1,AI
E0000097,1,Leadership
E0000097,1,Cloud
E0000098,1,SAP
E0000098,1,Leadership
E0000098,1,Cloud
E0000098,0,Cloud
E0000098,1,Data Science
E0000099,1,Cloud
E0000099,1,Leadership
E0000099,1,Data Science
E0000099,1,Cloud
E0000099,1,Cyber Security
E0000100,1,Leadership
E0000100,1,Data Science
E0000100,1,AI
E0000100,0,AI
E0000100,1,Leadership
E0000101,1,SAP
E0000101,1,Soft Skills
E0000101,1,AI
E0000101,1,Cyber Security
E0000101,1,Cloud
E0000102,1,SAP
E0000102,1,Soft Skills
E0000102,1,Cloud
E0000102,1,Cloud
E0000102,1,AI
E0000103,1,Leadership
E0000103,1,Cyber Security
E0000103,1,Data Science
E0000103,0,Cloud
E0000103,1,Cyber Security
E0000104,1,AI
E0000104,1,Data Science
E0000104,1,Leadership
E0000104,1,Cloud
E0000104,1,AI
E0000105,1,AI
E0000105,1,Data Science
E0000105,1,Data Science
E0000105,1,AI
E0000105,0,Data Science
E0000106,1,Leadership
E0000106,1,Cloud
E0000106,1,Data Science
E0000106,1,Soft Skills
E0000106,1,Cloud
E0000107,1,Data Science
E0000107,1,Cloud
E0000107,1,SAP
E0000107,1,AI
E0000107,1,Leadership
E0000108,1,Soft Skills
E0000108,1,Leadership
E0000108,1,Cloud
E0000108,1,AI
E0000108,1,Cyber Security
E0000109,0,Cyber Security
E0000109,1,Data Science
E0000109,1,Soft Skills
E0000109,1,Leadership
E0000109,1,Soft Skills
E0000110,1,Cyber Security
E0000110,0,Data Science
E0000110,0,Cyber Security
E0000110,1,Cyber Security
E0000110,1,Cyber Security
E0000111,1,Data Science
E0000111,1,Data Science
E0000111,1,AI
E0000111,1,Data Science
E0000111,1,Cloud
E0000112,1,Cloud
E0000112,0,Cyber Security
E0000112,1,Soft Skills
E0000112,1,SAP
E0000112,1,SAP
E0000113,1,SAP
E0000113,1,Leadership
E0000113,1,Data Science
E0000113,1,Leadership
E0000113,1,Soft Skills
E0000114,1,Leadership
E0000114,1,Leadership
E0000114,1,Soft Skills
E0000114,1,Leadership
E0000114,1,Cyber Security
E0000115,1,Data Science
E0000115,0,Data Science
E0000115,1,Data Science
E0000115,1,Data Science
E0000115,1,AI
E0000116,1,AI
E0000116,1,AI
E0000116,0,SAP
E0000116,1,Soft Skills
E0000116,1,Data Science
E0000117,1,Cloud
E0000117,1,AI
E0000117,1,Leadership
E0000117,1,Leadership
E0000117,1,Data Science
E0000118,1,SAP
E0000118,1,Cloud
E0000118,1,Cloud
E0000118,1,SAP
E0000118,1,Cloud
E0000119,1,Cyber Security
E0000119,1,AI
E0000119,0,SAP
E0000119,1,AI
E0000119,1,Leadership
E0000120,1,Leadership
E0000120,1,AI
E0000120,1,AI
E0000120,1,Leadership
E0000120,1,AI
E0000121,1,Cyber Security
E0000121,1,Leadership
E0000121,0,Data Science
E0000121,1,Cloud
E0000121,1,Leadership
E0000122,1,Data Science
E0000122,1,Cyber Security
E0000122,0,Leadership
E0000122,1,AI
E0000122,1,Cloud
E0000123,0,Soft Skills
E0000123,1,Leadership
E0000123,1,Data Science
E0000123,1,Data Science
E0000123,1,Data Science
E0000124,1,SAP
E0000124,1,SAP
E0000124,1,Cloud
E0000124,1,SAP
E0000124,1,Cloud
E0000125,1,Soft Skills
E0000125,0,Data Science
E0000125,1,Soft Skills
E0000125,1,Soft Skills
E0000125,1,Cyber Security
E0000126,1,Soft Skills
E0000126,0,Soft Skills
E0000126,1,Data Science
E0000126,1,Soft Skills
E0000126,1,Cyber Security
E0000127,1,Data Science
E0000127,1,AI
E0000127,0,Cyber Security
E0000127,1,Cyber Security
E0000127,1,Soft Skills
E0000128,1,Soft Skills
E0000128,0,Data Science
E0000128,1,SAP
E0000128,1,Soft Skills
E0000128,1,Cyber Security
E0000129,1,AI
E0000129,1,Cyber Security
E0000129,1,Data Science
E0000129,1,AI
E0000129,1,Cyber Security
E0000130,1,Cloud
E0000130,1,AI
E0000130,1,Cyber Security
E0000130,1,Leadership
E0000130,1,Cloud
E0000131,1,Cloud
E0000131,1,Leadership
E0000131,1,SAP
E0000131,1,Data Science
E0000131,1,Soft Skills
E0000132,1,Leadership
E0000132,1,SAP
E0000132,1,Leadership
E0000132,1,Cyber Security
E0000132,0,Soft Skills
E0000133,1,Leadership
E0000133,1,Cyber Security
E0000133,1,Cyber Security
E0000133,1,Data Science
E0000133,0,Data Science
E0000134,0,Data Science
E0000134,1,Cloud
E0000134,1,AI
E0000134,1,Soft Skills
E0000134,1,Cloud
E0000135,1,Cloud
E0000135,1,Leadership
E0000135,1,SAP
E0000135,1,Data Science
E0000135,1,SAP
E0000136,1,SAP
E0000136,1,Soft Skills
E0000136,0,Cloud
E0000136,1,Cloud
E0000136,1,AI
E0000137,1,SAP
E0000137,1,Data Science
E0000137,1,Soft Skills
E0000137,1,Cyber Security
E0000137,1,Soft Skills
E0000138,1,Data Science
E0000138,1,Cyber Security
E0000138,1,Leadership
E0000138,1,Soft Skills
E0000138,1,Soft Skills
E0000139,1,Soft Skills
E0000139,1,SAP
E0000139,1,Leadership
E0000139,1,Leadership
E0000139,1,AI
E0000140,1,Soft Skills
E0000140,1,Leadership
E0000140,1,AI
E0000140,1,Data Science
E0000140,1,Cloud
E0000141,1,SAP
E0000141,1,Data Science
E0000141,1,AI
E0000141,1,Leadership
E0000141,1,Cyber Security
E0000142,1,SAP
E0000142,1,Soft Skills
E0000142,1,Data Science
E0000142,1,Cyber Security
E0000142,1,Soft Skills
E0000143,1,Cloud
E0000143,1,Soft Skills
E0000143,1,Cyber Security
E0000143,1,Leadership
E0000143,1,Soft Skills
E0000144,1,Data Science
E0000144,1,AI
E0000144,1,SAP
E0000144,1,Leadership
E0000144,1,SAP
E0000145,1,Cyber Security
E0000145,1,AI
E0000145,1,Soft Skills
E0000145,0,Cyber Security
E0000145,1,Cloud
E0000146,0,Cloud
E0000146,1,SAP
E0000146,1,Data Science
E0000146,1,Data Science
E0000146,1,Soft Skills
E0000147,1,SAP
E0000147,1,AI
E0000147,1,SAP
E0000147,1,Soft Skills
E0000147,1,AI
E0000148,1,Leadership
E0000148,1,SAP
E0000148,0,Leadership
E0000148,0,Soft Skills
E0000148,1,AI
E0000149,1,SAP
E0000149,1,Leadership
E0000149,1,Cyber Security
E0000149,1,Cloud
E0000149,1,SAP
E0000150,1,Leadership
E0000150,0,Data Science
E0000150,1,Data Science
E0000150,1,Cloud
E0000150,1,Soft Skills
E0000151,1,Data Science
E0000151,0,Cyber Security
E0000151,1,SAP
E0000151,1,Leadership
E0000151,1,Cyber Security
E0000152,1,Leadership
E0000152,1,Data Science
E0000152,1,Leadership
E0000152,1,Leadership
E0000152,1,Soft Skills
E0000153,1,Data Science
E0000153,0,Soft Skills
E0000153,1,Leadership
E0000153,1,Soft Skills
E0000153,1,Soft Skills
E0000154,1,Data Science
E0000154,1,Cyber Security
E0000154,1,Cloud
E0000154,1,Data Science
E0000154,1,Soft Skills
E0000155,0,Soft Skills
E0000155,1,Cloud
E0000155,1,Cyber Security
E0000155,1,Cyber Security
E0000155,1,Cyber Security
E0000156,1,AI
E0000156,0,Soft Skills
E0000156,1,Cyber Security
E0000156,1,Data Science
E0000156,1,Leadership
E0000157,1,Data Science
E0000157,0,Data Science
E0000157,1,Soft Skills
E0000157,1,Leadership
E0000157,1,Data Science
E0000158,1,AI
E0000158,1,SAP
E0000158,1,Soft Skills
E0000158,1,Data Science
E0000158,1,Data Science
E0000159,1,Data Science
E0000159,1,Leadership
E0000159,1,Cloud
E0000159,1,Cyber Security
E0000159,1,Data Science
E0000160,1,Soft Skills
E0000160,1,Data Science
E0000160,1,Cyber Security
E0000160,1,Data Science
E0000160,1,SAP
E0000161,1,Leadership
E0000161,1,Soft Skills
E0000161,1,Leadership
E0000161,1,AI
E0000161,1,Cloud
E0000162,1,Leadership
E0000162,1,Cyber Security
E0000162,1,Soft Skills
E0000162,1,AI
E0000162,1,AI
E0000163,1,Data Science
E0000163,1,SAP
E0000163,1,SAP
E0000163,1,SAP
E0000163,1,Cyber Security
E0000164,1,Cloud
E0000164,1,Cyber Security
E0000164,1,Data Science
E0000164,1,Cloud
E0000164,1,Leadership
E0000165,1,Data Science
E0000165,1,AI
E0000165,1,Cyber Security
E0000165,1,Soft Skills
E0000165,1,AI
E0000166,0,Cloud
E0000166,1,Cyber Security
E0000166,1,Leadership
E0000166,1,Data Science
E0000166,0,SAP
E0000167,1,Cloud
E0000167,0,AI
E0000167,1,AI
E0000167,1,Data Science
E0000167,1,Soft Skills
E0000168,1,Data Science
E0000168,1,Data Science
E0000168,0,Data Science
E0000168,1,Data Science
E0000168,1,Cloud
E0000169,1,Data Science
E0000169,1,Cloud
E0000169,1,Cyber Security
E0000169,1,Leadership
E0000169,0,Data Science
E0000170,1,Leadership
E0000170,1,Cloud
E0000170,1,AI
E0000170,1,Soft Skills
E0000170,1,Leadership
E0000171,1,Cloud
E0000171,1,Cloud
E0000171,1,Leadership
E0000171,1,Soft Skills
E0000171,1,Soft Skills
E0000172,1,Cyber Security
E0000172,1,Soft Skills
E0000172,1,Cloud
E0000172,1,Cyber Security
E0000172,0,SAP
E0000173,1,SAP
E0000173,1,SAP
E0000173,1,AI
E0000173,1,Cloud
E0000173,1,Leadership
E0000174,1,SAP
E0000174,1,Soft Skills
E0000174,1,Leadership
E0000174,1,Leadership
E0000174,1,AI
E0000175,1,Leadership
E0000175,1,Soft Skills
E0000175,0,Leadership
E0000175,1,Leadership
E0000175,1,AI
E0000176,1,Cloud
E0000176,1,Leadership
E0000176,1,SAP
E0000176,1,Cyber Security
E0000176,1,AI
E0000177,1,Leadership
E0000177,1,Data Science
E0000177,1,Leadership
E0000177,1,Leadership
E0000177,1,Cyber Security
E0000178,1,Soft Skills
E0000178,1,Soft Skills
E0000178,1,Soft Skills
E0000178,1,Cloud
E0000178,1,AI
E0000179,0,Data Science
E0000179,1,AI
E0000179,1,SAP
E0000179,1,Data Science
E0000179,1,Cyber Security
E0000180,1,Data Science
E0000180,1,AI
E0000180,1,Leadership
E0000180,1,SAP
E0000180,1,Leadership
E0000181,1,Cloud
E0000181,1,Data Science
E0000181,1,SAP
E0000181,1,Cyber Security
E0000181,1,Cyber Security
E0000182,1,Soft Skills
E0000182,1,Soft Skills
E0000182,1,SAP
E0000182,1,Data Science
E0000182,1,Leadership
E0000183,1,Cloud
E0000183,1,AI
E0000183,0,Cloud
E0000183,1,Soft Skills
E0000183,1,Data Science
E0000184,1,Soft Skills
E0000184,1,AI
E0000184,1,Leadership
E0000184,1,Cyber Security
E0000184,1,Data Science
E0000185,1,SAP
E0000185,1,Cloud
E0000185,1,Cyber Security
E0000185,1,Data Science
E0000185,1,AI
E0000186,1,Leadership
E0000186,1,Leadership
E0000186,1,Data Science
E0000186,1,Soft Skills
E0000186,1,SAP
E0000187,1,Leadership
E0000187,1,SAP
E0000187,1,Leadership
E0000187,1,AI
E0000187,1,Cyber Security
E0000188,1,Soft Skills
E0000188,1,Cyber Security
E0000188,1,SAP
E0000188,1,Leadership
E0000188,1,AI
E0000189,1,Leadership
E0000189,1,Cloud
E0000189,1,SAP
E0000189,1,Data Science
E0000189,0,Soft Skills
E0000190,1,Data Science
E0000190,1,Soft Skills
E0000190,1,Data Science
E0000190,1,Leadership
E0000190,1,Soft Skills
E0000191,0,Soft Skills
E0000191,1,Cloud
E0000191,1,SAP
E0000191,1,Cloud
E0000191,1,Data Science
E0000192,0,SAP
E0000192,1,AI
E0000192,1,Cloud
E0000192,1,Soft Skills
E0000192,1,AI
E0000193,1,Cyber Security
E0000193,1,Soft Skills
E0000193,1,SAP
E0000193,1,Data Science
E0000193,1,Cloud
E0000194,1,AI
E0000194,1,Cloud
E0000194,0,SAP
E0000194,1,Soft Skills
E0000194,1,Leadership
E0000195,1,Data Science
E0000195,1,Cyber Security
E0000195,1,Cyber Security
E0000195,1,SAP
E0000195,1,Cyber Security
E0000196,1,Leadership
E0000196,1,Cloud
E0000196,1,Cloud
E0000196,1,Soft Skills
E0000196,1,AI
E0000197,1,Soft Skills
E0000197,0,Cyber Security
E0000197,1,Soft Skills
E0000197,1,Cloud
E0000197,1,Soft Skills
E0000198,1,SAP
E0000198,1,Data Science
E0000198,1,Cyber Security
E0000198,1,Cloud
E0000198,1,Cloud
E0000199,1,SAP
E0000199,1,Cyber Security
E0000199,1,Cyber Security
E0000199,1,Data Science
E0000199,1,SAP
E0000200,1,Data Science
E0000200,1,Data Science
E0000200,1,Cyber Security
E0000200,1,Data Science
E0000200,1,Data Science
E0000201,1,AI
E0000201,1,AI
E0000201,1,Data Science
E0000201,1,Data Science
E0000201,1,Cloud
E0000202,1,Cloud
E0000202,1,Cyber Security
E0000202,1,Leadership
E0000202,0,Data Science
E0000202,1,Soft Skills
E0000203,1,Cloud
E0000203,1,Cloud
E0000203,1,Leadership
E0000203,0,Cloud
E0000203,1,AI
E0000204,1,Cloud
E0000204,1,SAP
E0000204,1,Cyber Security
E0000204,1,SAP
E0000204,1,AI
E0000205,1,Soft Skills
E0000205,1,Leadership
E0000205,1,Cloud
E0000205,1,SAP
E0000205,1,Soft Skills
E0000206,1,SAP
E0000206,1,Leadership
E0000206,1,Cloud
E0000206,1,Cloud
E0000206,1,AI
E0000207,1,AI
E0000207,1,AI
E0000207,1,AI
E0000207,1,Soft Skills
E0000207,1,SAP
E0000208,1,SAP
E0000208,1,Cyber Security
E0000208,1,Cloud
E0000208,1,Leadership
E0000208,1,Cloud
E0000209,1,Data Science
E0000209,1,Leadership
E0000209,1,Soft Skills
E0000209,1,Soft Skills
E0000209,1,AI
E0000210,1,Leadership
E0000210,1,AI
E0000210,1,SAP
E0000210,1,Leadership
E0000210,1,Data Science
E0000211,1,Leadership
E0000211,1,Cloud
E0000211,1,Cloud
E0000211,0,AI
E0000211,1,Cyber Security
E0000212,1,AI
E0000212,1,Cyber Security
E0000212,1,Soft Skills
E0000212,1,Cyber Security
E0000212,0,AI
E0000213,1,AI
E0000213,1,Leadership
E0000213,1,Leadership
E0000213,0,Cyber Security
E0000213,1,Data Science
E0000214,1,SAP
E0000214,0,AI
E0000214,1,Cyber Security
E0000214,1,Leadership
E0000214,0,AI
E0000215,1,SAP
E0000215,1,Cloud
E0000215,0,Soft Skills
E0000215,0,AI
E0000215,1,SAP
E0000216,1,Data Science
E0000216,1,Soft Skills
E0000216,1,Leadership
E0000216,1,Data Science
E0000216,1,Data Science
E0000217,1,Leadership
E0000217,1,SAP
E0000217,1,Soft Skills
E0000217,1,Leadership
E0000217,1,Data Science
E0000218,1,Leadership
E0000218,1,Soft Skills
E0000218,1,Soft Skills
E0000218,1,Cyber Security
E0000218,1,Leadership
E0000219,1,Cloud
E0000219,1,Leadership
E0000219,1,Leadership
E0000219,1,Leadership
E0000219,1,AI
E0000220,1,Cloud
E0000220,1,Cloud
E0000220,1,AI
E0000220,1,Leadership
E0000220,1,Soft Skills
E0000221,1,Soft Skills
E0000221,1,Leadership
E0000221,1,Cyber Security
E0000221,0,Data Science
E0000221,1,Leadership
E0000222,1,Soft Skills
E0000222,1,AI
E0000222,1,Data Science
E0000222,1,Cyber Security
E0000222,1,Soft Skills
E0000223,1,SAP
E0000223,1,Data Science
E0000223,1,Cloud
E0000223,1,AI
E0000223,0,AI
E0000224,0,Leadership
E0000224,1,Data Science
E0000224,1,SAP
E0000224,1,Cloud
E0000224,0,Cloud
E0000225,1,Cyber Security
E0000225,1,Cloud
E0000225,1,Soft Skills
E0000225,1,Cloud
E0000225,0,SAP
E0000226,1,AI
E0000226,1,Data Science
E0000226,1,Cloud
E0000226,1,Cyber Security
E0000226,0,AI
E0000227,1,SAP
E0000227,1,Leadership
E0000227,1,Soft Skills
E0000227,1,AI
E0000227,0,Soft Skills
E0000228,1,Data Science
E0000228,1,AI
E0000228,1,Cloud
E0000228,0,AI
E0000228,1,Soft Skills
E0000229,1,SAP
E0000229,1,Soft Skills
E0000229,1,AI
E0000229,1,Data Science
E0000229,1,Cyber Security
