EmployeeID,PerformanceRating,PromotedFlag,HighPerformerFlag
E0000056,5,0,0
E0000056,4,0,0
E0000056,3,0,0
E0000057,3,0,0
E0000057,2,0,1
E0000057,3,0,0
E0000058,4,0,0
E0000058,3,1,0
E0000058,4,0,1
E0000059,5,0,1
E0000059,3,0,0
E0000059,3,0,0
E0000060,3,0,0
E0000060,3,0,0
E0000060,3,0,1
E0000061,4,0,0
E0000061,4,0,0
E0000061,4,1,0
E0000062,4,0,0
E0000062,5,0,0
E0000062,3,0,1
E0000063,3,0,0
E0000063,4,0,0
E0000063,4,0,0
E0000064,3,0,0
E0000064,3,0,0
E0000064,3,0,1
E0000065,4,0,0
E0000065,3,0,0
E0000065,3,0,0
E0000066,3,0,0
E0000066,3,0,1
E0000066,2,0,0
E0000067,4,0,0
E0000067,3,0,0
E0000067,3,0,0
E0000068,4,0,1
E0000068,4,0,0
E0000068,3,0,0
E0000069,5,0,0
E0000069,4,0,0
E0000069,4,0,0
E0000070,5,0,0
E0000070,2,0,0
E0000070,3,0,1
E0000071,4,0,0
E0000071,4,0,0
E0000071,2,0,1
E0000072,4,0,1
E0000072,3,1,0
E0000072,3,0,1
E0000073,3,0,0
E0000073,3,1,0
E0000073,3,0,0
E0000074,3,0,0
E0000074,5,0,0
E0000074,5,0,0
E0000075,5,0,0
E0000075,4,0,0
E0000075,4,0,0
E0000076,3,0,0
E0000076,4,1,0
E0000076,5,0,0
E0000077,3,1,0
E0000077,5,0,1
E0000077,2,0,1
E0000078,4,0,0
E0000078,5,0,0
E0000078,3,0,0
E0000079,3,0,0
E0000079,4,0,0
E0000079,4,0,0
E0000080,4,1,0
E0000080,3,0,0
E0000080,3,0,0
E0000081,3,0,0
E0000081,3,0,0
E0000081,3,0,0
E0000082,4,0,0
E0000082,5,0,0
E0000082,3,0,1
E0000083,4,0,0
E0000083,3,0,0
E0000083,3,0,0
E0000084,2,0,0
E0000084,3,1,0
E0000084,3,0,0
E0000085,3,0,0
E0000085,2,0,0
E0000085,5,0,1
E0000086,3,0,0
E0000086,3,0,0
E0000086,3,0,1
E0000087,2,0,0
E0000087,3,0,0
E0000087,3,0,0
E0000088,4,1,0
E0000088,3,0,1
E0000088,3,0,0
E0000089,4,0,0
E0000089,3,0,0
E0000089,1,1,0
E0000090,4,0,1
E0000090,5,0,0
E0000090,4,0,0
E0000091,5,0,0
E0000091,4,0,0
E0000091,3,0,1
E0000092,3,0,0
E0000092,5,0,1
E0000092,4,0,0
E0000093,4,1,0
E0000093,4,0,0
E0000093,4,0,1
E0000094,5,1,0
E0000094,4,0,0
E0000094,4,0,0
E0000095,4,0,0
E0000095,4,1,0
E0000095,3,0,0
E0000096,4,0,1
E0000096,4,0,0
E0000096,3,0,0
E0000097,3,1,0
E0000097,4,1,0
E0000097,5,0,0
E0000098,4,0,0
E0000098,5,0,0
E0000098,4,0,0
E0000099,3,0,0
E0000099,4,0,0
E0000099,4,0,1
E0000100,3,0,0
E0000100,5,0,1
E0000100,3,0,0
E0000101,3,0,0
E0000101,3,0,0
E0000101,3,0,0
E0000102,5,0,0
E0000102,3,1,0
E0000102,4,0,0
E0000103,4,0,0
E0000103,3,0,1
E0000103,3,0,0
E0000104,3,0,0
E0000104,1,0,0
E0000104,5,0,0
E0000105,5,0,1
E0000105,3,0,0
E0000105,5,0,0
E0000106,5,0,0
E0000106,5,0,0
E0000106,4,0,0
E0000107,2,0,0
E0000107,2,0,1
E0000107,5,0,0
E0000108,3,0,0
E0000108,1,0,0
E0000108,3,0,1
E0000109,2,0,0
E0000109,3,0,1
E0000109,2,0,0
E0000110,3,0,0
E0000110,4,0,0
E0000110,4,0,0
E0000111,3,0,0
E0000111,3,0,0
E0000111,4,0,1
E0000112,1,0,0
E0000112,4,0,0
E0000112,3,0,0
E0000113,4,0,0
E0000113,3,0,0
E0000113,4,0,0
E0000114,3,0,0
E0000114,4,0,0
E0000114,5,0,1
E0000115,4,0,0
E0000115,4,0,0
E0000115,4,0,0
E0000116,3,1,0
E0000116,4,0,0
E0000116,3,0,0
E0000117,4,0,0
E0000117,2,0,0
E0000117,4,0,0
E0000118,4,0,0
E0000118,5,0,0
E0000118,4,0,0
E0000119,3,0,0
E0000119,3,0,0
E0000119,4,0,1
E0000120,2,0,0
E0000120,4,0,1
E0000120,5,0,0
E0000121,3,0,0
E0000121,2,0,0
E0000121,3,0,0
E0000122,4,0,0
E0000122,3,0,0
E0000122,3,0,0
E0000123,3,0,0
E0000123,3,0,1
E0000123,4,0,0
E0000124,4,0,0
E0000124,3,0,0
E0000124,4,0,0
E0000125,4,0,1
E0000125,4,0,0
E0000125,3,0,0
E0000126,5,0,0
E0000126,5,0,0
E0000126,5,0,0
E0000127,5,0,0
E0000127,2,0,0
E0000127,4,0,0
E0000128,2,0,0
E0000128,3,0,0
E0000128,4,0,0
E0000129,4,0,0
E0000129,5,0,0
E0000129,4,0,0
E0000130,4,0,0
E0000130,2,0,0
E0000130,3,0,0
E0000131,4,0,0
E0000131,4,0,0
E0000131,5,0,0
E0000132,4,0,0
E0000132,5,0,0
E0000132,5,0,0
E0000133,3,0,0
E0000133,3,0,1
E0000133,4,0,0
E0000134,3,0,0
E0000134,3,0,0
E0000134,5,0,0
E0000135,4,0,1
E0000135,5,0,0
E0000135,4,0,0
E0000136,4,0,0
E0000136,2,0,0
E0000136,3,0,0
E0000137,4,0,1
E0000137,3,0,0
E0000137,5,0,0
E0000138,4,0,1
E0000138,4,1,0
E0000138,4,0,0
E0000139,3,0,0
E0000139,2,0,0
E0000139,3,0,0
E0000140,4,0,0
E0000140,4,0,1
E0000140,4,0,0
E0000141,4,0,0
E0000141,3,0,0
E0000141,3,0,0
E0000142,3,0,0
E0000142,3,0,1
E0000142,4,0,0
E0000143,1,0,0
E0000143,3,0,0
E0000143,3,0,0
E0000144,3,0,0
E0000144,3,0,0
E0000144,2,0,0
E0000145,2,0,0
E0000145,3,0,0
E0000145,2,0,0
E0000146,4,0,1
E0000146,4,0,0
E0000146,4,0,0
E0000147,3,0,0
E0000147,4,0,0
E0000147,2,0,0
E0000148,5,0,1
E0000148,3,0,0
E0000148,4,0,0
E0000149,3,0,1
E0000149,2,0,0
E0000149,3,0,1
E0000150,5,0,1
E0000150,2,0,0
E0000150,4,1,0
E0000151,4,0,0
E0000151,4,0,0
E0000151,5,0,0
E0000152,3,0,0
E0000152,3,1,0
E0000152,3,0,0
E0000153,3,0,0
E0000153,4,1,0
E0000153,2,0,0
E0000154,3,0,0
E0000154,4,0,0
E0000154,3,0,0
E0000155,3,0,0
E0000155,4,0,0
E0000155,4,1,0
E0000156,4,0,0
E0000156,4,0,0
E0000156,3,0,0
E0000157,3,0,0
E0000157,3,0,0
E0000157,2,1,0
E0000158,4,0,0
E0000158,4,0,0
E0000158,4,0,0
E0000159,4,1,0
E0000159,5,0,0
E0000159,5,0,0
E0000160,5,0,1
E0000160,3,0,0
E0000160,2,0,1
E0000161,4,0,0
E0000161,5,0,0
E0000161,4,0,0
E0000162,1,1,0
E0000162,4,0,0
E0000162,3,0,0
E0000163,2,0,0
E0000163,4,0,0
E0000163,2,0,0
E0000164,5,0,0
E0000164,4,0,1
E0000164,4,0,0
E0000165,4,0,1
E0000165,3,0,0
E0000165,4,0,0
E0000166,4,0,0
E0000166,4,0,0
E0000166,4,0,0
E0000167,4,0,0
E0000167,4,0,0
E0000167,3,0,0
E0000168,3,0,1
E0000168,4,0,1
E0000168,4,0,1
E0000169,4,0,0
E0000169,4,0,0
E0000169,4,0,0
E0000170,4,0,0
E0000170,3,0,0
E0000170,4,0,1
E0000171,4,0,1
E0000171,4,0,0
E0000171,3,0,0
E0000172,4,0,0
E0000172,4,0,1
E0000172,4,0,0
E0000173,3,1,0
E0000173,4,0,1
E0000173,3,0,0
E0000174,3,1,0
E0000174,4,1,1
E0000174,3,0,1
E0000175,4,0,1
E0000175,3,0,0
E0000175,3,0,0
E0000176,5,0,0
E0000176,3,0,0
E0000176,1,0,1
E0000177,2,0,0
E0000177,4,0,0
E0000177,3,0,0
E0000178,3,0,0
E0000178,4,1,0
E0000178,3,0,0
E0000179,3,0,0
E0000179,4,0,1
E0000179,3,0,0
E0000180,1,0,1
E0000180,4,0,0
E0000180,2,0,0
E0000181,3,0,0
E0000181,3,0,0
E0000181,3,0,0
E0000182,4,0,0
E0000182,4,0,0
E0000182,4,0,0
E0000183,3,0,0
E0000183,3,0,0
E0000183,3,0,0
E0000184,4,0,1
E0000184,4,0,0
E0000184,2,1,0
E0000185,3,0,0
E0000185,4,0,0
E0000185,4,0,0
E0000186,4,0,1
E0000186,4,0,0
E0000186,5,0,0
E0000187,5,0,0
E0000187,2,0,1
E0000187,5,0,0
E0000188,5,0,0
E0000188,4,0,0
E0000188,3,0,0
E0000189,4,0,0
E0000189,4,0,1
E0000189,3,0,0
E0000190,3,0,0
E0000190,3,0,1
E0000190,4,0,0
E0000191,4,0,0
E0000191,3,0,0
E0000191,4,0,0
E0000192,4,0,1
E0000192,2,1,0
E0000192,3,0,0
E0000193,4,0,0
E0000193,5,0,0
E0000193,4,0,0
E0000194,4,0,1
E0000194,4,0,0
E0000194,5,0,0
E0000195,3,0,0
E0000195,2,0,0
E0000195,3,0,0
E0000196,4,0,0
E0000196,3,0,1
E0000196,4,1,0
E0000197,4,0,0
E0000197,5,0,0
E0000197,4,0,0
E0000198,5,0,0
E0000198,3,0,0
E0000198,3,0,0
E0000199,4,0,0
E0000199,5,1,0
E0000199,5,0,0
E0000200,4,0,0
E0000200,4,0,0
E0000200,3,0,0
E0000201,4,0,0
E0000201,5,0,0
E0000201,4,1,0
E0000202,3,0,0
E0000202,4,1,1
E0000202,4,0,0
E0000203,4,1,0
E0000203,4,0,0
E0000203,3,0,0
E0000204,4,0,0
E0000204,3,0,0
E0000204,3,1,0
E0000205,3,0,0
E0000205,3,0,0
E0000205,4,0,1
E0000206,3,0,0
E0000206,4,0,0
E0000206,4,0,0
E0000207,4,0,0
E0000207,3,0,0
E0000207,5,0,1
E0000208,3,0,1
E0000208,4,0,1
E0000208,4,0,1
E0000209,4,0,0
E0000209,4,0,1
E0000209,2,0,0
E0000210,3,0,0
E0000210,3,0,0
E0000210,4,0,0
E0000211,3,1,1
E0000211,3,0,0
E0000211,3,0,0
E0000212,4,0,0
E0000212,4,1,0
E0000212,1,0,0
E0000213,4,0,0
E0000213,4,0,0
E0000213,1,0,0
E0000214,3,0,0
E0000214,5,0,0
E0000214,4,0,1
E0000215,4,0,0
E0000215,4,0,0
E0000215,3,0,0
E0000216,4,0,0
E0000216,3,0,0
E0000216,4,0,0
E0000217,3,0,0
E0000217,2,0,0
E0000217,4,0,0
E0000218,4,0,0
E0000218,3,0,0
E0000218,4,0,0
E0000219,4,0,0
E0000219,3,1,0
E0000219,3,0,0
E0000220,2,0,0
E0000220,5,0,0
E0000220,3,0,0
E0000221,4,0,0
E0000221,4,0,0
E0000221,5,0,1
E0000222,1,0,1
E0000222,5,0,0
E0000222,3,0,1
E0000223,4,0,0
E0000223,4,0,0
E0000223,4,0,1
E0000224,4,0,1
E0000224,3,0,0
E0000224,2,0,0
E0000225,5,1,0
E0000225,4,0,1
E0000225,3,0,0
E0000226,3,0,1
E0000226,3,0,1
E0000226,4,0,0
E0000227,4,0,0
E0000227,4,0,0
E0000227,3,1,0
E0000228,5,0,0
E0000228,4,0,1
E0000228,4,0,0
E0000229,4,0,0
E0000229,4,0,0
E0000229,3,0,1
E0000230,4,1,0
E0000230,2,0,0
E0000230,5,0,0
E0000231,3,0,0
E0000231,2,0,1
E0000231,3,0,0
E0000232,3,0,1
E0000232,2,0,0
E0000232,4,0,0
E0000233,4,0,1
E0000233,4,0,1
E0000233,4,0,0
E0000234,3,0,1
E0000234,4,0,0
E0000234,2,0,0
E0000235,5,0,1
E0000235,2,0,0
E0000235,2,0,0
E0000236,5,1,0
E0000236,4,0,0
E0000236,4,0,0
E0000237,4,0,0
E0000237,3,0,0
E0000237,3,0,0
E0000238,4,0,0
E0000238,3,0,0
E0000238,3,0,0
E0000239,3,0,0
E0000239,4,0,0
E0000239,3,0,0
E0000240,5,0,0
E0000240,4,0,0
E0000240,4,0,1
E0000241,4,0,0
E0000241,4,0,0
E0000241,4,0,0
E0000242,3,0,0
E0000242,2,0,0
E0000242,4,0,1
E0000243,3,0,0
E0000243,3,0,1
E0000243,4,0,0
E0000244,4,0,1
E0000244,4,0,1
E0000244,4,0,0
E0000245,3,0,1
E0000245,3,0,0
E0000245,3,0,0
E0000246,4,0,0
E0000246,3,0,0
E0000246,5,0,0
E0000247,4,0,0
E0000247,5,0,0
E0000247,5,0,1
E0000248,2,0,0
E0000248,5,0,0
E0000248,2,0,0
E0000249,5,0,0
E0000249,4,0,0
E0000249,4,0,0
E0000250,5,0,0
E0000250,4,0,0
E0000250,4,0,1
E0000251,3,0,0
E0000251,3,0,1
E0000251,5,0,1
E0000252,2,0,0
E0000252,4,0,0
E0000252,5,1,0
E0000253,5,0,0
E0000253,3,0,0
E0000253,4,0,0
E0000254,2,0,0
E0000254,3,0,0
E0000254,5,1,0
E0000255,4,0,0
E0000255,3,0,0
E0000255,5,0,1
E0000256,3,0,0
E0000256,4,0,0
E0000256,3,0,0
E0000257,3,0,0
E0000257,4,0,0
E0000257,3,0,0
E0000258,3,0,0
E0000258,4,0,1
E0000258,3,0,0
E0000259,4,0,0
E0000259,3,0,0
E0000259,3,0,0
E0000260,4,0,0
E0000260,3,0,0
E0000260,3,0,1
E0000261,1,0,0
E0000261,3,0,0
E0000261,4,0,0
E0000262,2,0,0
E0000262,3,0,0
E0000262,3,0,0
E0000263,5,0,0
E0000263,3,0,0
E0000263,3,1,0
E0000264,4,0,0
E0000264,4,0,0
E0000264,4,1,0
E0000265,4,0,1
E0000265,4,0,1
E0000265,5,0,0
E0000266,5,0,0
E0000266,4,0,0
E0000266,4,0,1
E0000267,3,0,0
E0000267,3,0,1
E0000267,3,0,0
E0000268,3,0,0
E0000268,3,0,0
E0000268,3,0,0
E0000269,4,0,0
E0000269,3,0,0
E0000269,3,0,0
E0000270,3,0,0
E0000270,4,0,0
E0000270,3,0,0
E0000271,5,0,1
E0000271,4,0,0
E0000271,3,0,0
E0000272,5,0,1
E0000272,3,0,0
E0000272,1,0,0
E0000273,4,0,0
E0000273,5,0,0
E0000273,4,0,0
E0000274,5,0,0
E0000274,5,0,1
E0000274,4,0,0
E0000275,4,0,0
E0000275,3,0,1
E0000275,2,0,0
E0000276,5,1,0
E0000276,1,0,0
E0000276,4,1,0
E0000277,3,0,0
E0000277,3,0,0
E0000277,3,1,0
E0000278,3,0,0
E0000278,3,0,0
E0000278,3,0,0
E0000279,3,0,1
E0000279,5,0,0
E0000279,3,0,0
E0000280,5,0,0
E0000280,2,0,0
E0000280,4,0,0
E0000281,4,1,0
E0000281,3,0,1
E0000281,5,0,0
E0000282,4,1,0
E0000282,5,0,0
E0000282,4,0,0
E0000283,3,0,0
E0000283,4,0,0
E0000283,4,1,0
E0000284,3,0,0
E0000284,3,0,0
E0000284,4,0,0
E0000285,3,1,1
E0000285,4,0,0
E0000285,5,0,1
E0000286,3,0,0
E0000286,3,0,0
E0000286,4,0,0
E0000287,4,0,1
E0000287,3,0,0
E0000287,3,0,0
E0000288,3,0,0
E0000288,5,1,1
E0000288,4,0,0
E0000289,3,0,0
E0000289,2,0,0
E0000289,5,0,0
E0000290,5,0,1
E0000290,5,0,1
E0000290,3,0,0
E0000291,5,0,0
E0000291,4,0,0
E0000291,4,0,1
E0000292,3,1,0
E0000292,3,0,0
E0000292,5,0,1
E0000293,4,0,0
E0000293,3,0,1
E0000293,4,0,0
E0000294,3,0,0
E0000294,4,0,0
E0000294,3,0,0
E0000295,3,0,0
E0000295,4,0,0
E0000295,4,0,0
E0000296,2,0,0
E0000296,4,0,0
E0000296,4,0,0
E0000297,3,0,0
E0000297,4,0,0
E0000297,3,0,0
E0000298,3,0,0
E0000298,3,0,0
E0000298,5,0,0
E0000299,4,0,0
E0000299,3,1,0
E0000299,4,0,1
E0000300,4,0,1
E0000300,5,1,0
E0000300,4,0,0
E0000301,3,0,0
E0000301,3,0,0
E0000301,3,0,0
E0000302,1,1,0
E0000302,3,0,0
E0000302,3,0,0
E0000303,5,0,1
E0000303,3,0,0
E0000303,4,0,1
E0000304,3,0,0
E0000304,2,0,0
E0000304,3,0,1
E0000305,3,0,0
E0000305,4,0,0
E0000305,3,0,0
E0000306,3,0,0
E0000306,4,0,0
E0000306,2,1,0
E0000307,2,0,0
E0000307,3,0,1
E0000307,5,1,1
E0000308,5,0,1
E0000308,2,0,0
E0000308,3,0,1
E0000309,3,0,0
E0000309,3,0,0
E0000309,4,0,0
E0000310,5,0,0
E0000310,4,0,0
E0000310,4,0,0
E0000311,4,0,0
E0000311,4,0,0
E0000311,5,0,0
E0000312,3,1,1
E0000312,4,0,0
E0000312,3,0,0
E0000313,3,0,0
E0000313,1,0,1
E0000313,4,1,1
E0000314,3,0,0
E0000314,5,0,0
E0000314,3,0,0
E0000315,4,0,0
E0000315,2,0,0
E0000315,4,0,0
E0000316,4,0,1
E0000316,4,1,0
E0000316,4,0,0
E0000317,3,0,0
E0000317,4,1,1
E0000317,4,0,0
E0000318,3,0,1
E0000318,3,0,1
E0000318,4,0,0
E0000319,5,0,0
E0000319,5,0,1
E0000319,4,0,0
E0000320,3,0,1
E0000320,5,0,0
E0000320,3,0,0
E0000321,3,0,0
E0000321,3,0,0
E0000321,2,0,0
E0000322,4,1,0
E0000322,3,0,1
E0000322,4,0,0
E0000323,3,0,0
E0000323,4,0,1
E0000323,3,0,0
E0000324,3,0,0
E0000324,3,0,0
E0000324,3,1,0
E0000325,3,0,0
E0000325,4,0,0
E0000325,4,0,1
E0000326,3,0,0
E0000326,4,0,0
E0000326,5,0,0
E0000327,4,0,0
E0000327,3,0,0
E0000327,4,0,1
E0000328,4,0,0
E0000328,4,1,0
E0000328,1,0,1
E0000329,4,0,0
E0000329,3,0,0
E0000329,3,0,0
E0000330,3,0,0
E0000330,3,0,0
E0000330,5,0,0
E0000331,3,0,0
E0000331,4,0,0
E0000331,4,0,0
E0000332,4,0,0
E0000332,4,0,0
E0000332,5,0,1
E0000333,3,0,0
E0000333,3,0,0
E0000333,4,0,0
E0000334,3,0,0
E0000334,3,1,0
E0000334,2,0,0
E0000335,3,0,0
E0000335,3,0,0
E0000335,3,0,0
E0000336,4,0,0
E0000336,3,0,0
E0000336,2,0,1
E0000337,4,0,0
E0000337,3,0,0
E0000337,4,1,0
E0000338,3,0,0
E0000338,2,0,1
E0000338,4,0,0
E0000339,3,0,0
E0000339,3,0,0
E0000339,4,0,1
E0000340,4,0,0
E0000340,3,0,0
E0000340,5,0,0
E0000341,3,0,1
E0000341,2,0,1
E0000341,5,0,0
E0000342,5,0,0
E0000342,5,0,0
E0000342,3,0,0
E0000343,5,0,0
E0000343,3,0,1
E0000343,4,0,0
E0000344,4,0,0
E0000344,5,0,0
E0000344,5,0,0
E0000345,3,0,0
E0000345,4,0,0
E0000345,4,0,1
E0000346,4,0,0
E0000346,4,0,1
E0000346,3,0,1
E0000347,3,0,1
E0000347,3,0,1
E0000347,3,0,1
E0000348,4,0,0
E0000348,5,0,0
E0000348,3,1,0
E0000349,3,0,0
E0000349,4,0,0
E0000349,3,1,0
E0000350,3,0,1
E0000350,1,0,0
E0000350,5,0,0
E0000351,3,0,0
E0000351,3,0,0
E0000351,2,0,0
E0000352,3,0,0
E0000352,3,0,0
E0000352,4,0,0
E0000353,4,0,0
E0000353,2,0,0
E0000353,3,0,1
E0000354,5,1,0
E0000354,4,0,0
E0000354,2,0,0
E0000355,4,0,0
E0000355,2,0,0
E0000355,4,0,1
E0000356,4,0,0
E0000356,2,0,0
E0000356,3,0,1
E0000357,5,0,0
E0000357,4,0,0
E0000357,3,0,0
E0000358,4,0,0
E0000358,4,1,0
E0000358,5,0,0
E0000359,4,0,0
E0000359,3,0,0
E0000359,4,1,0
E0000360,1,0,0
E0000360,4,0,0
E0000360,3,0,0
E0000361,3,0,1
E0000361,4,0,0
E0000361,2,0,0
E0000362,3,0,1
E0000362,5,0,0
E0000362,4,0,1
E0000363,3,0,0
E0000363,2,0,1
E0000363,3,0,0
E0000364,4,0,0
E0000364,4,0,0
E0000364,4,0,0
E0000365,5,0,1
E0000365,3,0,0
E0000365,4,0,0
E0000366,5,0,0
E0000366,4,0,0
E0000366,4,1,0
E0000367,4,0,1
E0000367,4,0,1
E0000367,4,0,0
E0000368,3,0,0
E0000368,4,0,0
E0000368,3,0,0
E0000369,4,0,0
E0000369,4,0,0
E0000369,4,0,0
E0000370,3,0,0
E0000370,4,1,0
E0000370,3,0,0
E0000371,5,0,0
E0000371,3,0,1
E0000371,5,0,0
E0000372,5,0,0
E0000372,5,0,0
E0000372,5,0,1
E0000373,3,0,0
E0000373,3,0,0
E0000373,5,0,0
E0000374,3,0,0
E0000374,3,0,0
E0000374,3,0,0
E0000375,4,0,0
E0000375,3,1,0
E0000375,4,0,0
E0000376,3,0,0
E0000376,4,0,0
E0000376,5,0,1
E0000377,5,0,1
E0000377,3,0,0
E0000377,4,0,0
E0000378,4,0,0
E0000378,4,0,0
E0000378,3,0,0
E0000379,4,0,0
E0000379,3,0,0
E0000379,5,0,0
E0000380,4,0,0
E0000380,4,0,0
E0000380,2,0,0
E0000381,3,1,1
E0000381,5,0,0
E0000381,5,0,1
E0000382,5,0,0
E0000382,4,0,1
E0000382,4,0,0
E0000383,4,1,0
E0000383,3,0,0
E0000383,4,0,0
E0000384,4,0,0
E0000384,4,0,0
E0000384,3,1,1
E0000385,3,0,0
E0000385,4,0,0
E0000385,2,0,0
E0000386,3,1,0
E0000386,3,0,0
E0000386,4,0,0
E0000387,5,0,0
E0000387,3,0,0
E0000387,3,0,1
E0000388,3,0,0
E0000388,4,0,0
E0000388,5,0,0
E0000389,4,0,0
E0000389,3,0,0
E0000389,3,0,0
E0000390,4,0,0
E0000390,3,0,0
E0000390,4,0,0
E0000391,3,0,1
E0000391,3,0,0
E0000391,5,0,1
E0000392,4,1,0
E0000392,3,0,0
E0000392,5,0,0
E0000393,5,0,0
E0000393,3,0,0
E0000393,4,0,0
E0000394,5,0,0
E0000394,3,0,1
E0000394,5,0,0
E0000395,4,0,1
E0000395,4,0,0
E0000395,4,0,1
E0000396,4,0,0
E0000396,3,0,0
E0000396,3,0,0
E0000397,3,0,0
E0000397,3,0,0
E0000397,3,1,0
E0000398,4,0,0
E0000398,4,0,0
E0000398,4,1,0
E0000399,5,0,0
E0000399,4,0,1
E0000399,3,0,0
E0000400,4,0,0
E0000400,2,0,0
E0000400,4,0,0
E0000401,5,0,0
E0000401,3,0,0
E0000401,2,0,0
E0000402,4,0,0
E0000402,3,0,1
E0000402,4,0,0
E0000403,4,0,0
E0000403,4,0,0
E0000403,3,0,0
E0000404,3,0,0
E0000404,4,0,0
E0000404,3,0,0
E0000405,5,0,1
E0000405,3,1,0
E0000405,3,0,0
E0000406,3,0,0
E0000406,3,0,0
E0000406,4,0,0
E0000407,2,0,0
E0000407,5,0,0
E0000407,4,0,0
E0000408,4,0,0
E0000408,3,0,0
E0000408,3,0,0
E0000409,3,0,0
E0000409,2,0,0
E0000409,3,0,0
E0000410,4,0,0
E0000410,4,0,0
E0000410,3,0,0
E0000411,4,0,0
E0000411,2,0,0
E0000411,4,0,0
E0000412,3,0,0
E0000412,4,0,1
E0000412,5,0,0
E0000413,3,0,0
E0000413,4,0,0
E0000413,2,0,0
E0000414,3,0,0
E0000414,3,0,0
E0000414,3,0,1
E0000415,4,0,0
E0000415,3,0,1
E0000415,4,0,0
E0000416,4,0,1
E0000416,5,0,0
E0000416,5,0,0
E0000417,3,1,0
E0000417,3,0,1
E0000417,2,0,0
E0000418,2,0,0
E0000418,4,0,0
E0000418,5,0,0
E0000419,5,0,0
E0000419,2,0,0
E0000419,3,0,0
E0000420,5,1,0
E0000420,4,0,1
E0000420,3,0,1
E0000421,3,0,0
E0000421,3,0,0
E0000421,3,1,0
E0000422,4,0,0
E0000422,4,0,1
E0000422,5,0,0
